,experiment,target,lang,translator,model,tw,type,f1,support,soubor,tweet,red
325,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ua,pl,deepl,llama3,,all,75.8,95,r_ua_pl_deepl_llama3_epoch_reduced_5.csv,no,red
15,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,llama2,,all,75.2,431,r_ru_cs_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
2,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ua,pl,origin,llama3,,all,75.1,95,r_ua_pl_origin_llama3_epoch_reduced_5.csv,no,red
44,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,mistral,,all,74.8,431,r_ru_cs_deepl_mistral_epoch_ref_tweet_3.csv,tweet,no
240,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ua,hu,helsinki,llama3,,all,74.8,107,r_ua_hu_helsinki_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
46,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ua,hu,origin,llama3,,all,74.7,107,r_ua_hu_origin_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
96,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,hu,deepl,llama3,,all,74.6,103,r_ru_hu_deepl_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
194,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,cs,deepl,llama2,,all,79.2,431,r_ru_cs_deepl_llama2_epoch_3.csv,no,no
29,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,pl,helsinki,llama3,,all,74.5,102,r_ru_pl_helsinki_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
311,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ua,hu,deepl,llama3,,all,74.5,107,r_ua_hu_deepl_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
203,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,cs,helsinki,llama3,,all,74.4,362,r_ru_cs_helsinki_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
341,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,hu,deepl,llama3,,all,74.3,139,r_ru_hu_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
158,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,cs,deepl,bertweet,,all,73.8,298,r_ua_cs_deepl_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
196,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,hu,origin,bert,,all,73.7,103,r_ru_hu_origin_bert_epoch_ref_tweet_reduced_4.csv,tweet,red
214,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,hu,helsinki,llama2,,all,73.7,139,r_ru_hu_helsinki_llama2_epoch_ref_tweet_3.csv,tweet,no
293,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,hu,helsinki,llama2,,all,73.6,157,r_ua_hu_helsinki_llama2_epoch_ref_tweet_3.csv,tweet,no
48,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ru,cs,origin,llama3,,all,74.9,362,r_ru_cs_origin_llama3_epoch_reduced_5.csv,no,red
10,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,hu,deepl,mistral,,all,73.4,157,r_ua_hu_deepl_mistral_epoch_3.csv,no,no
356,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,cs,helsinki,llama2,,all,73.3,410,r_ua_cs_helsinki_llama2_epoch_3.csv,no,no
66,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,cs,deepl,llama2,,all,73.2,410,r_ua_cs_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
31,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,hu,deepl,llama2,,all,73.1,139,r_ru_hu_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
262,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,cs,helsinki,mistral,,all,73.1,410,r_ua_cs_helsinki_mistral_epoch_ref_tweet_3.csv,tweet,no
22,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ru,hu,helsinki,bert,,all,72.8,103,r_ru_hu_helsinki_bert_epoch_reduced_4.csv,no,red
129,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,cs,helsinki,mistral,,all,#REF!,431,r_ru_cs_helsinki_mistral_epoch_3.csv,no,no
139,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,cs,deepl,llama3,,all,72.2,410,r_ua_cs_deepl_llama3_epoch_5.csv,no,no
259,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,cs,helsinki,mistral,,all,72.6,410,r_ua_cs_helsinki_mistral_epoch_3.csv,no,no
359,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,hu,origin,mistral,,all,72.6,139,r_ru_hu_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
30,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,pl,deepl,mistral,,all,72.5,160,r_ua_pl_deepl_mistral_epoch_ref_tweet_5.csv,tweet,no
97,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ru,cs,deepl,bert,,all,56.1,362,r_ru_cs_deepl_bert_epoch_reduced_2.csv,no,red
80,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,cs,helsinki,llama3,,all,72.4,410,r_ua_cs_helsinki_llama3_epoch_5.csv,no,no
282,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ru,cs,deepl,bertweet,,all,72.3,362,r_ru_cs_deepl_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
185,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,cs,deepl,llama3,,all,77.1,431,r_ru_cs_deepl_llama3_epoch_5.csv,no,no
5,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,hu,deepl,llama3,,all,58.9,157,r_ua_hu_deepl_llama3_epoch_5.csv,no,no
41,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,pl,helsinki,mistral,,all,72.1,160,r_ua_pl_helsinki_mistral_epoch_5.csv,no,no
45,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,cs,helsinki,bertweet,,all,#REF!,362,r_ru_cs_helsinki_bertweet_epoch_reduced_2.csv,no,red
70,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,cs,deepl,mistral,,all,72.1,410,r_ua_cs_deepl_mistral_epoch_ref_tweet_3.csv,tweet,no
106,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'red', 'tweet': 'no'}",ru,cs,origin,mistral,,all,81,362,r_ru_cs_origin_mistral_epoch_reduced_3.csv,no,red
148,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,pl,helsinki,bert,,all,71.9,95,r_ua_pl_helsinki_bert_epoch_reduced_5.csv,no,red
347,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,hu,helsinki,bertweet,,all,71.9,103,r_ru_hu_helsinki_bertweet_epoch_reduced_3.csv,no,red
6,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,pl,helsinki,llama2,,all,71.8,160,r_ua_pl_helsinki_llama2_epoch_5.csv,no,no
308,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,cs,origin,mistral,,all,75.9,431,r_ru_cs_origin_mistral_epoch_3.csv,no,no
281,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ru,pl,deepl,bert,,all,65.4,102,r_ru_pl_deepl_bert_epoch_reduced_2.csv,no,red
209,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,cs,origin,llama2,,all,71.6,431,r_ru_cs_origin_llama2_epoch_ref_tweet_3.csv,tweet,no
343,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,hu,helsinki,mistral,,all,71.6,139,r_ru_hu_helsinki_mistral_epoch_3.csv,no,no
112,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,cs,helsinki,llama2,,all,71.5,410,r_ua_cs_helsinki_llama2_epoch_ref_tweet_3.csv,tweet,no
99,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,mistral,,all,71.3,139,r_ru_hu_origin_mistral_epoch_3.csv,no,no
1,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,cs,deepl,llama3,,all,71.2,410,r_ua_cs_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
225,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,mistral,,all,71.2,410,r_ua_cs_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
330,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,cs,origin,llama2,,all,71.2,410,r_ua_cs_origin_llama2_epoch_3.csv,no,no
211,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,cs,deepl,bert,,all,60.8,431,r_ru_cs_deepl_bert_epoch_2.csv,no,no
14,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,hu,deepl,llama2,,all,71,157,r_ua_hu_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
272,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,hu,deepl,mistral,,all,70.9,157,r_ua_hu_deepl_mistral_epoch_ref_tweet_3.csv,tweet,no
81,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,llama2,,all,70.8,410,r_ua_cs_origin_llama2_epoch_ref_tweet_3.csv,tweet,no
224,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,hu,helsinki,mistral,,all,70.8,157,r_ua_hu_helsinki_mistral_epoch_ref_tweet_3.csv,tweet,no
291,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,cs,origin,mistral,,all,70.7,410,r_ua_cs_origin_mistral_epoch_3.csv,no,no
182,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,cs,helsinki,llama2,,all,70.5,431,r_ru_cs_helsinki_llama2_epoch_ref_tweet_3.csv,tweet,no
234,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,hu,deepl,bert,,all,60.2,139,r_ru_hu_deepl_bert_epoch_4.csv,no,no
253,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,hu,helsinki,mistral,,all,70.4,139,r_ru_hu_helsinki_mistral_epoch_ref_tweet_3.csv,tweet,no
301,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,pl,helsinki,llama2,,all,70.4,143,r_ru_pl_helsinki_llama2_epoch_ref_tweet_3.csv,tweet,no
138,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,cs,deepl,bertweet,,all,54.1,431,r_ru_cs_deepl_bertweet_epoch_2.csv,no,no
89,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,pl,deepl,llama2,,all,70.3,160,r_ua_pl_deepl_llama2_epoch_ref_tweet_5.csv,tweet,no
26,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,pl,helsinki,llama2,,all,70.2,160,r_ua_pl_helsinki_llama2_epoch_ref_tweet_5.csv,tweet,no
200,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,hu,helsinki,llama2,,all,70.2,157,r_ua_hu_helsinki_llama2_epoch_3.csv,no,no
43,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,hu,helsinki,llama3,,all,70.1,103,r_ru_hu_helsinki_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
42,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,cs,helsinki,llama2,,all,#REF!,431,r_ru_cs_helsinki_llama2_epoch_3.csv,no,no
36,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,bert,,all,49.7,143,r_ru_pl_deepl_bert_epoch_2.csv,no,no
302,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,hu,helsinki,mistral,,all,69.9,157,r_ua_hu_helsinki_mistral_epoch_3.csv,no,no
316,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,hu,origin,llama2,,all,69.8,157,r_ua_hu_origin_llama2_epoch_2.csv,no,no
35,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bertweet', 'red': 'red', 'tweet': 'no'}",ru,cs,origin,bertweet,,all,47.7,362,r_ru_cs_origin_bertweet_epoch_reduced_2.csv,no,red
175,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,cs,origin,mistral,,all,69.6,431,r_ru_cs_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
222,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ru,pl,deepl,llama3,,all,69.6,102,r_ru_pl_deepl_llama3_epoch_reduced_5.csv,no,red
101,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,cs,helsinki,bert,,all,69.5,298,r_ua_cs_helsinki_bert_epoch_reduced_3.csv,no,red
273,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ru,pl,helsinki,llama3,,all,69.5,102,r_ru_pl_helsinki_llama3_epoch_reduced_5.csv,no,red
37,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ru,hu,helsinki,bert,,all,69.3,103,r_ru_hu_helsinki_bert_epoch_ref_tweet_reduced_4.csv,tweet,red
333,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'helsinki', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,hu,helsinki,llama2,,all,69.3,139,r_ru_hu_helsinki_llama2_epoch_3.csv,no,no
349,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,llama2,,all,69.3,160,r_ua_pl_origin_llama2_epoch_ref_tweet_4.csv,tweet,no
309,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ru,cs,helsinki,mistral,,all,69.2,431,r_ru_cs_helsinki_mistral_epoch_ref_tweet_3.csv,tweet,no
267,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,pl,helsinki,llama3,,all,69,143,r_ru_pl_helsinki_llama3_epoch_ref_tweet_5.csv,tweet,no
312,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ru,cs,helsinki,llama3,,all,#REF!,431,r_ru_cs_helsinki_llama3_epoch_5.csv,no,no
104,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,hu,deepl,bertweet,,all,40.7,139,r_ru_hu_deepl_bertweet_epoch_3.csv,no,no
208,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ua,hu,origin,llama2,,all,68.8,157,r_ua_hu_origin_llama2_epoch_ref_tweet_2.csv,tweet,no
279,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ua,cs,origin,llama3,,all,68.6,410,r_ua_cs_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
300,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'cs', 'prekladac_do_aj': 'deepl', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,cs,deepl,llama3,,all,68.3,431,r_ru_cs_deepl_llama3_epoch_ref_tweet_5.csv,tweet,no
121,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'no'}",ru,hu,origin,llama3,,all,68.3,139,r_ru_hu_origin_llama3_epoch_ref_tweet_5.csv,tweet,no
331,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'bertweet', 'red': 'no', 'tweet': 'no'}",ru,pl,deepl,bertweet,,all,35.2,143,r_ru_pl_deepl_bertweet_epoch_3.csv,no,no
122,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,cs,origin,bert,,all,68.1,298,r_ua_cs_origin_bert_epoch_reduced_3.csv,no,red
136,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'no', 'tweet': 'no'}",ua,cs,origin,llama3,,all,68,410,r_ua_cs_origin_llama3_epoch_5.csv,no,no
152,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ru,hu,origin,llama2,,all,68,139,r_ru_hu_origin_llama2_epoch_3.csv,no,no
153,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'deepl', 'model': 'bert', 'red': 'red', 'tweet': 'no'}",ua,hu,deepl,bert,,all,76.6,107,r_ua_hu_deepl_bert_epoch_reduced_4.csv,no,red
159,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'cs', 'prekladac_do_aj': 'helsinki', 'model': 'bertweet', 'tweet': 'tweet', 'red': 'red'}",ua,cs,helsinki,bertweet,,all,67.8,298,r_ua_cs_helsinki_bertweet_epoch_ref_tweet_reduced_2.csv,tweet,red
315,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,mistral,,all,67.8,160,r_ua_pl_origin_mistral_epoch_5.csv,no,no
358,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'red': 'red', 'tweet': 'no'}",ru,pl,origin,llama3,,all,67.6,102,r_ru_pl_origin_llama3_epoch_reduced_5.csv,no,red
165,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama3', 'tweet': 'tweet', 'red': 'red'}",ru,pl,origin,llama3,,all,67.5,102,r_ru_pl_origin_llama3_epoch_ref_tweet_reduced_5.csv,tweet,red
303,"{'typ': 'r', 'dataset': 'ru', 'jazyk': 'pl', 'prekladac_do_aj': 'deepl', 'model': 'llama2', 'tweet': 'tweet', 'red': 'no'}",ru,pl,deepl,llama2,,all,67.5,143,r_ru_pl_deepl_llama2_epoch_ref_tweet_3.csv,tweet,no
157,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'helsinki', 'model': 'bert', 'tweet': 'tweet', 'red': 'red'}",ua,pl,helsinki,bert,,all,67.3,95,r_ua_pl_helsinki_bert_epoch_ref_tweet_reduced_5.csv,tweet,red
24,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'hu', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,hu,origin,mistral,,all,67.2,157,r_ua_hu_origin_mistral_epoch_ref_tweet_3.csv,tweet,no
12,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'llama2', 'red': 'no', 'tweet': 'no'}",ua,pl,origin,llama2,,all,67,160,r_ua_pl_origin_llama2_epoch_4.csv,no,no
243,"{'typ': 'r', 'dataset': 'ua', 'jazyk': 'pl', 'prekladac_do_aj': 'origin', 'model': 'mistral', 'tweet': 'tweet', 'red': 'no'}",ua,pl,origin,mistral,,all,67,160,r_ua_pl_origin_mistral_epoch_ref_tweet_5.csv,tweet,no
